image_path,frame,speed
./data/training_frames/0.jpg,0,28.105568999999999
./data/training_frames/1.jpg,1,28.105568999999999
./data/training_frames/2.jpg,2,28.106527
./data/training_frames/3.jpg,3,28.130403999999999
./data/training_frames/4.jpg,4,28.109242999999999
./data/training_frames/5.jpg,5,28.088571999999999
./data/training_frames/6.jpg,6,28.034210999999999
./data/training_frames/7.jpg,7,28.018491000000001
./data/training_frames/8.jpg,8,27.986623999999999
./data/training_frames/9.jpg,9,28.016352000000001
./data/training_frames/10.jpg,10,27.981985999999999
./data/training_frames/11.jpg,11,27.978625000000001
./data/training_frames/12.jpg,12,28.032330999999999
./data/training_frames/13.jpg,13,27.960218999999999
./data/training_frames/14.jpg,14,27.937177999999999
./data/training_frames/15.jpg,15,27.940598999999999
./data/training_frames/16.jpg,16,27.908579
./data/training_frames/17.jpg,17,27.898606000000001
./data/training_frames/18.jpg,18,27.855982000000001
./data/training_frames/19.jpg,19,27.795580999999999
./data/training_frames/20.jpg,20,27.850633999999999
./data/training_frames/21.jpg,21,27.839348999999999
./data/training_frames/22.jpg,22,27.824348000000001
./data/training_frames/23.jpg,23,27.759608
./data/training_frames/24.jpg,24,27.830055000000002
./data/training_frames/25.jpg,25,27.761886000000001
./data/training_frames/26.jpg,26,27.694762999999998
./data/training_frames/27.jpg,27,27.761202999999998
./data/training_frames/28.jpg,28,27.691932000000001
./data/training_frames/29.jpg,29,27.666086
./data/training_frames/30.jpg,30,27.723911999999999
./data/training_frames/31.jpg,31,27.639468999999998
./data/training_frames/32.jpg,32,27.612874000000001
./data/training_frames/33.jpg,33,27.638534
./data/training_frames/34.jpg,34,27.606097999999999
./data/training_frames/35.jpg,35,27.593209000000002
./data/training_frames/36.jpg,36,27.573926
./data/training_frames/37.jpg,37,27.561150999999999
./data/training_frames/38.jpg,38,27.559232000000002
./data/training_frames/39.jpg,39,27.528067
./data/training_frames/40.jpg,40,27.522542000000001
./data/training_frames/41.jpg,41,27.531058000000002
./data/training_frames/42.jpg,42,27.493015
./data/training_frames/43.jpg,43,27.487705999999999
./data/training_frames/44.jpg,44,27.440943000000001
./data/training_frames/45.jpg,45,27.439646
./data/training_frames/46.jpg,46,27.412907000000001
./data/training_frames/47.jpg,47,27.401744000000001
./data/training_frames/48.jpg,48,27.396007000000001
./data/training_frames/49.jpg,49,27.357510000000001
